settlement,teaor,bin,count
Csongrád,59,1-4,10
Csongrád,62,1-4,25
Csongrád,63,1-4,7
Csongrád,66,1-4,31
Csongrád,68,1-4,24
Csongrád,69,1-4,49
Csongrád,70,1-4,38
Csongrád,73,1-4,6
Csongrád,74,1-4,47
Csongrád,75,1-4,5
Csongrád,77,1-4,7
Csongrád,80,1-4,11
Csongrád,81,1-4,14
Csongrád,82,1-4,23
Csongrád,85,1-4,65
Csongrád,86,1-4,52
Csongrád,90,1-4,24
Csongrád,93,1-4,24
Csongrád,94,1-4,5
Csongrád,95,1-4,18
Csongrád,96,1-4,74
Csongrád,47,10-19,6
Csongrád,22,20-49,7
Csongrád,23,20-49,26
Csongrád,25,20-49,73
Csongrád,26,20-49,15
Csongrád,28,20-49,12
Csongrád,31,20-49,8
Csongrád,32,20-49,48
Csongrád,33,20-49,42
Csongrád,43,5-9,8
Csongrád,47,5-9,9
Csongrád,56,5-9,7
Csonkahegyhát,1,1-4,7
Csopak,41,1-4,5
Csopak,43,1-4,26
Csopak,45,1-4,5
Csopak,47,1-4,13
Csopak,55,1-4,9
Csopak,56,1-4,19
Csopak,62,1-4,11
Csopak,66,1-4,11
Csopak,68,1-4,14
Csopak,70,1-4,16
Csopak,74,1-4,12
Csopak,81,1-4,16
Csopak,82,1-4,15
Csopak,85,1-4,14
Csopak,86,1-4,16
Csopak,93,1-4,7
Csopak,96,1-4,10
Csopak,56,5-9,5
Csorna,1,1-4,80
Csorna,10,1-4,6
Csorvás,1,1-4,56
Csorvás,25,1-4,5
Csorvás,41,1-4,5
Csorvás,43,1-4,38
Csorvás,45,1-4,8
Csorvás,47,1-4,31
Csorvás,56,1-4,7
Csorvás,62,1-4,5
Csorvás,69,1-4,6
Csorvás,70,1-4,8
Csorvás,81,1-4,5
Csorvás,82,1-4,10
Csorvás,85,1-4,14
Csorvás,86,1-4,8
Csorvás,93,1-4,6
Csorvás,96,1-4,17
Csurgó,1,1-4,52
Csurgó,2,1-4,9
Csurgó,43,1-4,31
Csurgó,45,1-4,6
Csurgó,47,1-4,22
Csurgó,49,1-4,9
Csurgó,66,1-4,9
Csurgó,69,1-4,7
Csurgó,70,1-4,11
Csurgó,85,1-4,10
Csurgó,86,1-4,8
Csurgó,93,1-4,5
Csurgó,96,1-4,25
Csurgó,16,10-19,10
Csurgó,47,5-9,5
Csurgó,16,50-249,5
Csurgónagymarton,1,1-4,5
Csákberény,1,1-4,5
Csákberény,25,1-4,7
Csákberény,43,1-4,19
Csákberény,46,1-4,5
Csákberény,47,1-4,12
Csákberény,69,1-4,5
Csákberény,96,1-4,9
Csákvár,1,1-4,43
Csákvár,2,1-4,10
Csákvár,41,1-4,11
Csákvár,43,1-4,77
Csákvár,45,1-4,12
Csákvár,46,1-4,7
Csákvár,47,1-4,38
Csákvár,49,1-4,12
Csákvár,53,1-4,6
Csákvár,56,1-4,5
Csákvár,59,1-4,5
Csákvár,62,1-4,10
Csákvár,66,1-4,11
Csákvár,68,1-4,10
Csákvár,69,1-4,12
Csákvár,70,1-4,13
Csákvár,74,1-4,18
Csákvár,82,1-4,5
Csákvár,85,1-4,11
Csákvár,86,1-4,16
Csákvár,93,1-4,9
Csákvár,96,1-4,30
Csákvár,47,5-9,6
Csákánydoroszló,1,1-4,14
Csány,1,1-4,77
Csány,41,1-4,5
Csány,43,1-4,7
Csány,81,1-4,5
Csányoszró,1,1-4,11
Csányoszró,43,1-4,5
Csárdaszállás,1,1-4,12
Csárdaszállás,33,1-4,7
Császár,1,1-4,17
Császár,25,1-4,8
Császár,32,1-4,9
Császár,33,1-4,5
Császár,43,1-4,17
Császár,45,1-4,6
Császár,47,1-4,8
Császár,96,1-4,5
Császár,25,5-9,5
Császártöltés,1,1-4,77
Császártöltés,11,1-4,5
Császártöltés,2,1-4,5
Császártöltés,43,1-4,21
Császártöltés,47,1-4,13
Császártöltés,66,1-4,5
Császártöltés,85,1-4,8
Császártöltés,86,1-4,5
Császártöltés,96,1-4,5
Csátalja,1,1-4,13
Csátalja,43,1-4,7
Csátalja,47,1-4,8
Csátalja,56,1-4,6
Csávoly,1,1-4,28
Csávoly,43,1-4,14
Csávoly,47,1-4,12
Csávoly,56,1-4,5
Csécse,43,1-4,5
Csém,43,1-4,6
Csénye,1,1-4,5
Csépa,1,1-4,34
Csépa,43,1-4,8
Csépa,47,1-4,8
Csévharaszt,1,1-4,11
Csévharaszt,43,1-4,23
Csévharaszt,45,1-4,5
Csévharaszt,47,1-4,10
Csévharaszt,69,1-4,6
Csévharaszt,81,1-4,7
Csévharaszt,90,1-4,6
Csévharaszt,96,1-4,10
Csókakõ,41,1-4,5
Csókakõ,43,1-4,23
Csókakõ,47,1-4,11
Csókakõ,66,1-4,6
Csókakõ,85,1-4,9
Csókakõ,96,1-4,8
Csókakõ,31,20-49,5
Csólyospálos,1,1-4,226
Csólyospálos,47,1-4,9
Csólyospálos,96,1-4,7
Csór,1,1-4,13
Csór,43,1-4,30
Csór,45,1-4,6
Csór,49,1-4,5
Csór,53,1-4,5
Csór,70,1-4,6
Csór,82,1-4,5
Csór,85,1-4,6
Csór,86,1-4,7
Csór,96,1-4,11
Csót,1,1-4,12
Csót,43,1-4,12
Csót,47,1-4,5
Csót,56,1-4,5
Csõsz,1,1-4,9
Csõsz,43,1-4,14
Csõsz,47,1-4,7
Csõsz,96,1-4,6
Csõvár,1,1-4,5
Csõvár,43,1-4,7
Csõvár,45,1-4,8
Csõvár,66,1-4,7
Csõvár,96,1-4,8
Csögle,1,1-4,15
Csökmõ,1,1-4,31
Csökmõ,43,1-4,18
Csökmõ,45,1-4,5
Csökmõ,47,1-4,16
Csökmõ,96,1-4,8
Csököly,1,1-4,15
Csömör,1,1-4,23
Csömör,10,1-4,7
Csömör,18,1-4,5
Csömör,22,1-4,7
Csömör,25,1-4,9
Csömör,32,1-4,9
Csömör,33,1-4,11
Csömör,41,1-4,20
Csömör,42,1-4,9
Csömör,43,1-4,127
Csömör,45,1-4,37
Csömör,46,1-4,29
Csömör,47,1-4,88
Csömör,49,1-4,30
Csömör,53,1-4,25
Csömör,56,1-4,17
Csömör,59,1-4,19
Csömör,62,1-4,47
Csömör,63,1-4,6
Csömör,66,1-4,36
Csömör,68,1-4,44
Csömör,69,1-4,40
Csömör,70,1-4,71
Csömör,73,1-4,13
Csömör,74,1-4,36
Csömör,77,1-4,9
Csömör,81,1-4,35
Csömör,82,1-4,42
Csömör,85,1-4,66
Csömör,86,1-4,34
Csömör,90,1-4,24
Csömör,93,1-4,12
Csömör,95,1-4,17
Csömör,96,1-4,72
Csömör,45,5-9,8
Csömör,47,5-9,11
Csömör,49,5-9,6
Csömör,56,5-9,6
Csönge,1,1-4,5
Csörnyeföld,1,1-4,6
Csörög,43,1-4,28
Csörög,47,1-4,14
Csörög,49,1-4,6
Csörög,62,1-4,5
Csörög,81,1-4,7
Csörötnek,1,1-4,8
Cégénydányád,1,1-4,15
Dabas,1,1-4,186
Dabas,10,1-4,7
Dabas,14,1-4,5
Dabas,16,1-4,6
Dabas,18,1-4,7
Dabas,2,1-4,10
Dabas,22,1-4,8
Dabas,25,1-4,11
Dabas,31,1-4,10
Dabas,32,1-4,13
Dabas,33,1-4,11
Dabas,35,1-4,5
Dabas,41,1-4,59
Dabas,42,1-4,6
Dabas,43,1-4,218
Dabas,45,1-4,67
Dabas,46,1-4,30
Dabas,47,1-4,151
Dabas,49,1-4,84
Dabas,52,1-4,10
Dabas,53,1-4,15
Dabas,56,1-4,32
Dabas,59,1-4,8
Dabas,62,1-4,25
Dabas,63,1-4,8
Dabas,66,1-4,42
Dabas,68,1-4,50
Dabas,69,1-4,56
Dabas,70,1-4,25
Dabas,72,1-4,5
Dabas,73,1-4,10
Dabas,74,1-4,28
Dabas,77,1-4,17
Dabas,80,1-4,5
Dabas,81,1-4,36
Dabas,82,1-4,39
Dabas,85,1-4,63
Dabas,86,1-4,34
Dabas,90,1-4,18
Dabas,93,1-4,19
Dabas,95,1-4,12
Dabas,96,1-4,139
Dabas,46,10-19,5
Dabas,49,10-19,9
Dabas,41,5-9,8
Dabas,43,5-9,8
Dabas,45,5-9,8
Dabas,47,5-9,28
Dabas,49,5-9,11
Dabronc,1,1-4,6
Dabrony,1,1-4,7
Dad,1,1-4,20
Dad,41,1-4,5
Dad,43,1-4,12
Dad,45,1-4,12
Dad,47,1-4,7
Dalmand,1,1-4,8
Dalmand,43,1-4,12
Dalmand,47,1-4,11
Damak,1,1-4,8
Darnózseli,1,1-4,10
Daruszentmiklós,1,1-4,5
Daruszentmiklós,25,1-4,14
Daruszentmiklós,33,1-4,9
Daruszentmiklós,43,1-4,12
Darvas,1,1-4,8
Darány,1,1-4,18
Debrecen,1,1-4,853
Debrecen,10,1-4,29
Debrecen,11,1-4,13
Debrecen,13,1-4,13
Debrecen,14,1-4,55
Debrecen,15,1-4,7
Debrecen,16,1-4,26
Debrecen,17,1-4,7
Debrecen,18,1-4,47
Debrecen,2,1-4,35
Debrecen,35,1-4,16
Debrecen,37,1-4,5
Debrecen,38,1-4,15
Debrecen,41,1-4,265
Debrecen,42,1-4,77
Debrecen,43,1-4,1528
Debrecen,45,1-4,520
Debrecen,46,1-4,484
Debrecen,47,1-4,1642
Debrecen,49,1-4,523
Debrecen,52,1-4,75
Debrecen,55,1-4,62
Debrecen,56,1-4,316
Debrecen,58,1-4,56
Debrecen,59,1-4,72
Debrecen,60,1-4,18
Debrecen,61,1-4,11
Debrecen,62,1-4,645
Debrecen,63,1-4,174
Debrecen,66,1-4,671
Debrecen,68,1-4,906
Debrecen,69,1-4,995
Debrecen,70,1-4,692
Debrecen,72,1-4,161
Debrecen,73,1-4,183
Debrecen,74,1-4,818
Debrecen,75,1-4,45
Debrecen,77,1-4,95
Debrecen,78,1-4,7
Debrecen,79,1-4,24
Debrecen,80,1-4,264
Debrecen,81,1-4,433
Debrecen,82,1-4,427
Debrecen,85,1-4,1328
Debrecen,86,1-4,1414
Debrecen,88,1-4,31
Debrecen,90,1-4,323
Debrecen,91,1-4,11
Debrecen,92,1-4,19
Debrecen,93,1-4,193
Debrecen,94,1-4,100
Debrecen,95,1-4,198
Debrecen,96,1-4,1499
Debrecen,1,10-19,11
Debrecen,10,10-19,13
Debrecen,25,10-19,14
Debrecen,32,10-19,8
Debrecen,33,10-19,8
Debrecen,41,10-19,25
Debrecen,42,10-19,9
Debrecen,43,10-19,42
Debrecen,45,10-19,26
Debrecen,46,10-19,47
Debrecen,47,10-19,69
Debrecen,49,10-19,14
Debrecen,56,10-19,40
Debrecen,62,10-19,16
Debrecen,68,10-19,13
Debrecen,69,10-19,13
Debrecen,70,10-19,9
Debrecen,81,10-19,13
Debrecen,82,10-19,5
Debrecen,85,10-19,12
Debrecen,86,10-19,12
Debrecen,88,10-19,5
Debrecen,93,10-19,5
Debrecen,94,10-19,7
Debrecen,96,10-19,5
Debrecen,1,20-49,7
Debrecen,10,20-49,9
Debrecen,41,20-49,13
Debrecen,42,20-49,7
Debrecen,43,20-49,22
Debrecen,45,20-49,10
Debrecen,46,20-49,38
Debrecen,47,20-49,28
Debrecen,49,20-49,13
Debrecen,55,20-49,6
Debrecen,56,20-49,17
Debrecen,62,20-49,12
Debrecen,68,20-49,9
Debrecen,81,20-49,5
Debrecen,85,20-49,37
Debrecen,86,20-49,15
Debrecen,93,20-49,7
Debrecen,94,20-49,7
Debrecen,22,250-1000,5
Debrecen,23,250-1000,11
Debrecen,25,250-1000,43
Debrecen,31,250-1000,14
Debrecen,32,250-1000,27
Debrecen,33,250-1000,22
Debrecen,1,5-9,16
Debrecen,10,5-9,12
Debrecen,16,5-9,5
Debrecen,18,5-9,8
Debrecen,25,5-9,18
Debrecen,32,5-9,10
Debrecen,33,5-9,11
Debrecen,41,5-9,48
Debrecen,42,5-9,21
Debrecen,43,5-9,112
Debrecen,45,5-9,59
Debrecen,46,5-9,88
Debrecen,47,5-9,178
Debrecen,49,5-9,31
Debrecen,52,5-9,9
Debrecen,55,5-9,7
Debrecen,56,5-9,55
Debrecen,61,5-9,5
Debrecen,62,5-9,19
Debrecen,63,5-9,5
Debrecen,66,5-9,5
Debrecen,68,5-9,36
Debrecen,69,5-9,47
Debrecen,70,5-9,21
Debrecen,72,5-9,6
Debrecen,73,5-9,5
Debrecen,74,5-9,9
Debrecen,75,5-9,5
Debrecen,77,5-9,8
Debrecen,80,5-9,8
Debrecen,81,5-9,18
Debrecen,82,5-9,16
Debrecen,85,5-9,13
Debrecen,86,5-9,53
Debrecen,88,5-9,7
Debrecen,93,5-9,13
Debrecen,94,5-9,10
Debrecen,95,5-9,5
Debrecen,96,5-9,8
Debrecen,10,50-249,10
Debrecen,41,50-249,5
Debrecen,43,50-249,6
Debrecen,46,50-249,13
Debrecen,47,50-249,6
Debrecen,56,50-249,8
Debrecen,81,50-249,8
Debrecen,85,50-249,14
Debrecen,87,50-249,7
Debrecen,94,50-249,6
Decs,1,1-4,19
Decs,2,1-4,5
Decs,43,1-4,44
Decs,45,1-4,5
Decs,47,1-4,17
Decs,49,1-4,12
Decs,56,1-4,7
Decs,66,1-4,6
Decs,81,1-4,11
Decs,86,1-4,6
Decs,96,1-4,12
Dejtár,1,1-4,7
Dejtár,43,1-4,11
Dejtár,47,1-4,5
Dejtár,69,1-4,6
Dejtár,74,1-4,6
Demecser,1,1-4,28
Demecser,43,1-4,33
Demecser,45,1-4,12
Demecser,47,1-4,33
Demecser,56,1-4,5
Demecser,68,1-4,5
Demecser,70,1-4,5
Demecser,81,1-4,5
Demecser,85,1-4,8
Demecser,86,1-4,12
Demecser,93,1-4,6
Demecser,96,1-4,15
Demecser,25,10-19,7
Demjén,1,1-4,13
Demjén,43,1-4,5
Demjén,55,1-4,8
Demjén,85,1-4,5
Dencsháza,43,1-4,7
Derecske,1,1-4,190
Derecske,41,1-4,16
Derecske,43,1-4,107
Derecske,45,1-4,24
Derecske,46,1-4,10
Derecske,47,1-4,97
Derecske,49,1-4,27
Derecske,56,1-4,9
Derecske,62,1-4,7
Derecske,66,1-4,10
Derecske,68,1-4,16
Derecske,69,1-4,25
Derecske,74,1-4,10
Derecske,80,1-4,8
Derecske,81,1-4,7
Derecske,82,1-4,11
Derecske,85,1-4,20
Derecske,86,1-4,20
Derecske,90,1-4,9
Derecske,95,1-4,8
Derecske,96,1-4,40
Derecske,1,5-9,7
Derecske,43,5-9,6
Derecske,47,5-9,14
Derekegyház,1,1-4,19
Derekegyház,43,1-4,15
Derekegyház,47,1-4,9
Derekegyház,70,1-4,5
Derekegyház,86,1-4,6
Derekegyház,96,1-4,5
Deszk,1,1-4,45
Deszk,41,1-4,8
Deszk,43,1-4,49
Deszk,45,1-4,11
Deszk,46,1-4,6
Deszk,47,1-4,17
Deszk,49,1-4,15
Deszk,56,1-4,7
Deszk,62,1-4,25
Deszk,66,1-4,15
Deszk,68,1-4,14
Deszk,69,1-4,16
Deszk,70,1-4,10
Deszk,74,1-4,15
Deszk,81,1-4,5
Deszk,82,1-4,17
Deszk,85,1-4,14
Deszk,86,1-4,21
Deszk,90,1-4,7
Deszk,96,1-4,31
Deszk,25,10-19,15
Deszk,32,10-19,8
Deszk,33,10-19,8
Detek,1,1-4,5
Detk,1,1-4,6
Detk,43,1-4,9
Detk,47,1-4,5
Detk,25,5-9,31
Devecser,1,1-4,12
Devecser,22,1-4,8
Devecser,23,1-4,8
Devecser,25,1-4,8
Devecser,27,1-4,5
Devecser,28,1-4,5
Devecser,43,1-4,24
Devecser,45,1-4,27
Devecser,46,1-4,5
Devecser,47,1-4,24
Devecser,49,1-4,5
Devecser,56,1-4,12
Devecser,66,1-4,5
Devecser,69,1-4,8
Devecser,74,1-4,5
Devecser,85,1-4,9
Devecser,86,1-4,7
Devecser,90,1-4,7
Devecser,96,1-4,17
Devecser,27,10-19,6
Devecser,29,10-19,9
Devecser,22,20-49,10
Devecser,23,20-49,25
Devecser,25,20-49,85
Devecser,26,20-49,5
Devecser,27,20-49,12
Devecser,28,20-49,6
Devecser,29,20-49,8
Devecser,31,20-49,17
Devecser,32,20-49,39
Devecser,33,20-49,40
Devecser,47,5-9,7
Diósberény,1,1-4,7
Diósd,18,1-4,5
Diósd,32,1-4,11
Diósd,33,1-4,12
Diósd,41,1-4,34
Diósd,43,1-4,98
Diósd,45,1-4,42
Diósd,46,1-4,43
Diósd,47,1-4,74
Diósd,49,1-4,35
Diósd,52,1-4,12
Diósd,53,1-4,19
Diósd,56,1-4,16
Diósd,58,1-4,5
Diósd,59,1-4,17
Diósd,62,1-4,94
Diósd,63,1-4,15
Diósd,66,1-4,26
Diósd,68,1-4,56
Diósd,69,1-4,49
Diósd,70,1-4,115
Diósd,72,1-4,10
Diósd,73,1-4,18
Diósd,74,1-4,74
Diósd,77,1-4,6
Diósd,81,1-4,31
Diósd,82,1-4,53
Diósd,85,1-4,78
Diósd,86,1-4,52
Diósd,90,1-4,36
Diósd,93,1-4,15
Diósd,95,1-4,15
Diósd,96,1-4,97
Diósd,43,10-19,8
Diósd,47,10-19,7
Diósd,43,5-9,5
Diósd,46,5-9,10
Diósd,47,5-9,8
Diósjenõ,1,1-4,15
Diósjenõ,2,1-4,6
Diósjenõ,41,1-4,6
Diósjenõ,43,1-4,23
Diósjenõ,47,1-4,15
Diósjenõ,56,1-4,10
Diósjenõ,66,1-4,5
Diósjenõ,68,1-4,7
Diósjenõ,70,1-4,5
Diósjenõ,74,1-4,9
Diósjenõ,81,1-4,7
Diósjenõ,85,1-4,5
Diósjenõ,90,1-4,6
Diósjenõ,96,1-4,6
Diósviszló,1,1-4,19
Diósviszló,47,1-4,9
Doba,1,1-4,5
Doba,25,1-4,11
Doba,33,1-4,5
Doba,43,1-4,5
Doboz,1,1-4,50
Doboz,33,1-4,5
Doboz,41,1-4,6
Doboz,43,1-4,35
Doboz,45,1-4,5
Doboz,47,1-4,16
Doboz,49,1-4,8
Doboz,56,1-4,7
Doboz,62,1-4,5
Doboz,66,1-4,5
Doboz,68,1-4,5
Doboz,69,1-4,5
Doboz,85,1-4,5
Doboz,96,1-4,20
Doboz,47,5-9,6
Domaháza,1,1-4,5
Domaháza,2,1-4,6
Domaszék,1,1-4,252
Domaszék,32,1-4,6
Domaszék,41,1-4,13
Domaszék,43,1-4,53
Domaszék,45,1-4,12
Domaszék,46,1-4,14
Domaszék,47,1-4,39
Domaszék,49,1-4,9
Domaszék,62,1-4,7
Domaszék,66,1-4,9
Domaszék,68,1-4,9
Domaszék,69,1-4,11
Domaszék,70,1-4,11
Domaszék,74,1-4,14
Domaszék,77,1-4,6
Domaszék,81,1-4,6
Domaszék,82,1-4,6
Domaszék,85,1-4,16
Domaszék,86,1-4,13
Domaszék,90,1-4,6
Domaszék,95,1-4,6
Domaszék,96,1-4,22
Domaszék,97,1-4,6
Domaszék,32,20-49,5
Dombegyház,1,1-4,44
Dombegyház,47,1-4,6
Dombegyház,96,1-4,5
Dombiratos,1,1-4,27
Dombrád,1,1-4,42
Dombrád,41,1-4,7
Dombrád,43,1-4,20
Dombrád,47,1-4,26
Dombrád,56,1-4,9
Dombrád,66,1-4,6
Dombrád,85,1-4,8
Dombrád,86,1-4,5
Dombrád,96,1-4,11
Dombrád,47,5-9,5
Dombóvár,1,1-4,91
Dombóvár,10,1-4,5
Dombóvár,14,1-4,6
Dombóvár,2,1-4,7
Dombóvár,41,1-4,11
Dombóvár,42,1-4,9
Dombóvár,43,1-4,173
Dombóvár,45,1-4,39
Dombóvár,46,1-4,22
Dombóvár,47,1-4,138
Dombóvár,49,1-4,25
Dombóvár,52,1-4,7
Dombóvár,53,1-4,10
Dombóvár,55,1-4,8
Dombóvár,56,1-4,47
Dombóvár,62,1-4,25
Dombóvár,63,1-4,13
Dombóvár,66,1-4,57
Dombóvár,68,1-4,34
Dombóvár,69,1-4,62
Dombóvár,70,1-4,38
Dombóvár,73,1-4,25
Dombóvár,74,1-4,75
Dombóvár,77,1-4,5
Dombóvár,80,1-4,9
Dombóvár,81,1-4,14
Dombóvár,82,1-4,31
Dombóvár,85,1-4,108
Dombóvár,86,1-4,64
Dombóvár,90,1-4,21
Dombóvár,93,1-4,16
Dombóvár,94,1-4,5
Dombóvár,95,1-4,23
Dombóvár,96,1-4,101
Dombóvár,43,5-9,5
Dombóvár,46,5-9,5
Dombóvár,47,5-9,19
Dombóvár,69,5-9,5
Domony,1,1-4,11
Domony,41,1-4,7
Domony,43,1-4,32
Domony,45,1-4,7
Domony,47,1-4,9
Domony,49,1-4,7
Domony,66,1-4,5
Domony,69,1-4,6
Domony,74,1-4,8
Domony,81,1-4,8
Domony,82,1-4,6
Domony,85,1-4,5
Domony,86,1-4,5
Domony,93,1-4,5
Domony,96,1-4,8
Domoszló,1,1-4,20
Domoszló,43,1-4,11
Domoszló,47,1-4,11
Domoszló,66,1-4,7
Domoszló,96,1-4,12
Dormánd,1,1-4,11
Dormánd,42,1-4,6
Dormánd,43,1-4,10
Dormánd,47,1-4,6
Dorog,14,1-4,5
Dorog,41,1-4,19
Dorog,43,1-4,121
Dorog,45,1-4,27
Dorog,46,1-4,9
Dorog,47,1-4,80
Dorog,49,1-4,10
Dorog,53,1-4,12
Dorog,56,1-4,31
Dorog,62,1-4,21
Dorog,63,1-4,9
Dorog,66,1-4,30
Dorog,68,1-4,28
Dorog,69,1-4,43
Dorog,70,1-4,9
Dorog,73,1-4,5
Dorog,74,1-4,46
Dorog,77,1-4,5
Dorog,81,1-4,21
Dorog,82,1-4,19
Dorog,85,1-4,48
Dorog,86,1-4,23
Dorog,90,1-4,9
Dorog,93,1-4,9
Dorog,95,1-4,8
Dorog,96,1-4,117
Dorog,47,5-9,15
Dorogháza,2,1-4,5
Dorogháza,41,1-4,6
Drávafok,1,1-4,7
Drávaiványi,16,1-4,8
Drávaiványi,25,1-4,5
Drávaszabolcs,1,1-4,6
Drávaszabolcs,43,1-4,8
Drávaszerdahely,16,1-4,6
Drávaszerdahely,43,1-4,5
Drávasztára,1,1-4,8
Drégelypalánk,1,1-4,7
Drégelypalánk,43,1-4,10
Drégelypalánk,47,1-4,7
Drégelypalánk,96,1-4,5
Dudar,1,1-4,5
Dudar,41,1-4,5
Dudar,43,1-4,22
Dudar,47,1-4,8
Dudar,96,1-4,9
Duka,1,1-4,16
Dunaalmás,1,1-4,6
Dunaalmás,43,1-4,17
Dunaalmás,47,1-4,7
Dunaalmás,56,1-4,5
Dunaalmás,66,1-4,6
Dunaalmás,74,1-4,8
Dunaalmás,81,1-4,7
Dunaalmás,86,1-4,8
Dunaalmás,96,1-4,8
Dunabogdány,16,1-4,7
Dunabogdány,41,1-4,6
Dunabogdány,43,1-4,64
Dunabogdány,45,1-4,11
Dunabogdány,46,1-4,5
Dunabogdány,47,1-4,23
Dunabogdány,49,1-4,10
Dunabogdány,56,1-4,7
Dunabogdány,62,1-4,8
Dunabogdány,66,1-4,8
Dunabogdány,68,1-4,14
Dunabogdány,69,1-4,8
Dunabogdány,70,1-4,10
Dunabogdány,74,1-4,8
Dunabogdány,81,1-4,9
Dunabogdány,82,1-4,9
Dunabogdány,85,1-4,12
Dunabogdány,86,1-4,7
Dunabogdány,90,1-4,13
Dunabogdány,96,1-4,19
Dunabogdány,43,5-9,8
Dunaegyháza,1,1-4,5
Dunaegyháza,43,1-4,25
Dunaegyháza,47,1-4,11
Dunaegyháza,96,1-4,5
Dunafalva,1,1-4,19
Dunafalva,25,1-4,6
Dunafalva,47,1-4,5
Dunaföldvár,1,1-4,130
Dunaföldvár,14,1-4,5
Dunaföldvár,41,1-4,13
Dunaföldvár,43,1-4,81
Dunaföldvár,45,1-4,27
Dunaföldvár,46,1-4,10
Dunaföldvár,47,1-4,101
Dunaföldvár,49,1-4,16
Dunaföldvár,52,1-4,7
Dunaföldvár,55,1-4,5
Dunaföldvár,56,1-4,15
Dunaföldvár,62,1-4,20
Dunaföldvár,66,1-4,18
Dunaföldvár,68,1-4,13
Dunaföldvár,69,1-4,22
Dunaföldvár,70,1-4,7
Dunaföldvár,74,1-4,18
Dunaföldvár,77,1-4,6
Dunaföldvár,81,1-4,20
Dunaföldvár,82,1-4,14
Dunaföldvár,85,1-4,19
Dunaföldvár,86,1-4,23
Dunaföldvár,90,1-4,10
Dunaföldvár,95,1-4,7
Dunaföldvár,96,1-4,44
Dunaföldvár,1,5-9,5
Dunaföldvár,43,5-9,5
Dunaföldvár,47,5-9,9
Dunaharaszti,1,1-4,31
Dunaharaszti,14,1-4,13
Dunaharaszti,16,1-4,8
Dunaharaszti,18,1-4,6
Dunaharaszti,22,1-4,11
Dunaharaszti,25,1-4,17
Dunaharaszti,26,1-4,6
Dunaharaszti,28,1-4,5
Dunaharaszti,31,1-4,8
Dunaharaszti,32,1-4,13
Dunaharaszti,33,1-4,30
Dunaharaszti,41,1-4,63
Dunaharaszti,42,1-4,10
Dunaharaszti,43,1-4,235
Dunaharaszti,45,1-4,82
Dunaharaszti,46,1-4,58
Dunaharaszti,47,1-4,213
Dunaharaszti,49,1-4,74
Dunaharaszti,52,1-4,16
Dunaharaszti,53,1-4,31
Dunaharaszti,56,1-4,44
Dunaharaszti,59,1-4,30
Dunaharaszti,62,1-4,81
Dunaharaszti,63,1-4,17
Dunaharaszti,66,1-4,43
Dunaharaszti,68,1-4,93
Dunaharaszti,69,1-4,70
Dunaharaszti,70,1-4,95
Dunaharaszti,73,1-4,24
Dunaharaszti,74,1-4,92
Dunaharaszti,75,1-4,5
Dunaharaszti,77,1-4,16
Dunaharaszti,79,1-4,5
Dunaharaszti,80,1-4,8
Dunaharaszti,81,1-4,63
Dunaharaszti,82,1-4,80
Dunaharaszti,85,1-4,112
Dunaharaszti,86,1-4,68
Dunaharaszti,90,1-4,44
Dunaharaszti,93,1-4,27
Dunaharaszti,95,1-4,25
Dunaharaszti,96,1-4,201
Dunaharaszti,43,10-19,7
Dunaharaszti,46,10-19,10
Dunaharaszti,47,10-19,13
Dunaharaszti,56,10-19,5
Dunaharaszti,46,20-49,10
Dunaharaszti,41,5-9,9
Dunaharaszti,43,5-9,15
Dunaharaszti,45,5-9,8
Dunaharaszti,46,5-9,14
Dunaharaszti,47,5-9,17
Dunaharaszti,49,5-9,12
Dunaharaszti,56,5-9,7
Dunaharaszti,68,5-9,11
Dunaharaszti,86,5-9,5
Dunaharaszti,46,50-249,8
Dunakeszi,1,1-4,38
Dunakeszi,10,1-4,12
Dunakeszi,13,1-4,8
Dunakeszi,14,1-4,12
Dunakeszi,16,1-4,10
Dunakeszi,18,1-4,20
Dunakeszi,22,1-4,5
Dunakeszi,23,1-4,6
Dunakeszi,25,1-4,27
Dunakeszi,26,1-4,11
Dunakeszi,28,1-4,8
Dunakeszi,31,1-4,20
Dunakeszi,32,1-4,30
Dunakeszi,33,1-4,31
Dunakeszi,41,1-4,52
Dunakeszi,42,1-4,15
Dunakeszi,43,1-4,342
Dunakeszi,45,1-4,132
Dunakeszi,46,1-4,99
Dunakeszi,47,1-4,312
Dunakeszi,49,1-4,99
Dunakeszi,52,1-4,19
Dunakeszi,53,1-4,75
Dunakeszi,55,1-4,13
Dunakeszi,56,1-4,62
Dunakeszi,58,1-4,15
Dunakeszi,59,1-4,62
Dunakeszi,62,1-4,223
Dunakeszi,63,1-4,47
Dunakeszi,66,1-4,121
Dunakeszi,68,1-4,207
Dunakeszi,69,1-4,226
Dunakeszi,70,1-4,310
Dunakeszi,72,1-4,19
Dunakeszi,73,1-4,63
Dunakeszi,74,1-4,258
Dunakeszi,75,1-4,7
Dunakeszi,77,1-4,24
Dunakeszi,78,1-4,8
Dunakeszi,79,1-4,9
Dunakeszi,80,1-4,9
Dunakeszi,81,1-4,108
Dunakeszi,82,1-4,174
Dunakeszi,85,1-4,253
Dunakeszi,86,1-4,166
Dunakeszi,88,1-4,13
